model,dataset,metric,method,correction,prr_score
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCSE,RAW,0.08462610281475262
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCSE,RAW,0.20081155535731213
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCSE,RAW,0.3592330391307836
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCSE,DEG1,0.3759817364788187
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCSE,DEG1,0.3560863518237088
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCSE,DEG1,0.32786513663235045
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCSE,DEG1,0.2795818681080751
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCSE,DEG1,0.3849707409940348
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCSE,DEG1,0.3182376194756673
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCSE,DEG1,0.3553952239048909
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCSE,DEG1,0.3199067405659707
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCSE,DEG2,0.41885641458121725
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCSE,DEG2,0.3953037814458368
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCSE,DEG2,0.3589415575928452
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCSE,DEG2,0.2798765710159813
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCSE,DEG2,0.3850410492281479
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCSE,DEG2,0.3228370767527412
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCSE,DEG2,0.35109422346957697
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCSE,DEG2,0.32239541051297543
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCSE,DEG3,0.47793353694611057
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCSE,DEG3,0.4041285886518095
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCSE,DEG3,0.38794433925965977
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCSE,DEG3,0.27982249498374206
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCSE,DEG3,0.4179026872472455
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCSE,DEG3,0.31230908570770244
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCSE,DEG3,0.3572357978032217
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCSE,DEG3,0.3767271708321498
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCNSE,RAW,0.4810979688617009
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCNSE,RAW,0.4353442957197908
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCNSE,RAW,0.40050846268689416
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCNSE,RAW,0.35789758092049007
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCNSE,RAW,0.4318546013615363
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCNSE,RAW,0.4552029681057542
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCNSE,RAW,0.4833246638200708
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCNSE,RAW,0.35287193017264856
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCNSE,DEG1,0.4856360013824867
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCNSE,DEG1,0.4412620479574951
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCNSE,DEG1,0.47338399578612544
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCNSE,DEG1,0.39467727863319674
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCNSE,DEG1,0.4496584694759942
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCNSE,DEG1,0.45659525923824146
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCNSE,DEG1,0.4847962902932958
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCNSE,DEG1,0.4385902324387661
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCNSE,DEG2,0.4172965517882822
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCNSE,DEG2,0.4638437662592655
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCNSE,DEG2,0.36688157285077355
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCNSE,DEG2,0.3023793140791623
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCNSE,DEG2,0.4217654420891621
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCNSE,DEG2,0.45444157900379356
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCNSE,DEG2,0.4730260495196882
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCNSE,DEG2,0.36571252980010904
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCNSE,DEG3,0.5278892121665899
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCNSE,DEG3,0.46448109894814554
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCNSE,DEG3,0.45954748059097544
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCNSE,DEG3,0.4017179878693979
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCNSE,DEG3,0.4696367706129445
Llama 3.1 8B,wmt19_fien,Comet WMT22,MCNSE,DEG3,0.47016932181840915
Llama 3.1 8B,wmt19_lten,Comet WMT22,MCNSE,DEG3,0.4880687307169415
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MCNSE,DEG3,0.4315567217323951
Llama 3.1 8B,wmt14_csen,Comet WMT22,LSRL,RAW,0.44809572362229333
Llama 3.1 8B,wmt14_deen,Comet WMT22,LSRL,RAW,0.443841730665517
Llama 3.1 8B,wmt14_ruen,Comet WMT22,LSRL,RAW,0.38173949024506265
Llama 3.1 8B,wmt14_fren,Comet WMT22,LSRL,RAW,0.34554389674186786
Llama 3.1 8B,wmt19_deen,Comet WMT22,LSRL,RAW,0.45991667060211977
Llama 3.1 8B,wmt19_fien,Comet WMT22,LSRL,RAW,0.36787966736238303
Llama 3.1 8B,wmt19_lten,Comet WMT22,LSRL,RAW,0.42037656583567595
Llama 3.1 8B,wmt19_ruen,Comet WMT22,LSRL,RAW,0.34711076272805447
Llama 3.1 8B,wmt14_csen,Comet WMT22,LSRL,DEG1,0.41186073764483566
Llama 3.1 8B,wmt14_deen,Comet WMT22,LSRL,DEG1,0.40799319234694187
Llama 3.1 8B,wmt14_ruen,Comet WMT22,LSRL,DEG1,0.4358050831675306
Llama 3.1 8B,wmt14_fren,Comet WMT22,LSRL,DEG1,0.3243248408793365
Llama 3.1 8B,wmt19_deen,Comet WMT22,LSRL,DEG1,0.4042376963904441
Llama 3.1 8B,wmt19_fien,Comet WMT22,LSRL,DEG1,0.3667283638282681
Llama 3.1 8B,wmt19_lten,Comet WMT22,LSRL,DEG1,0.39954665179432913
Llama 3.1 8B,wmt19_ruen,Comet WMT22,LSRL,DEG1,0.380174985166118
Llama 3.1 8B,wmt14_csen,Comet WMT22,LSRL,DEG2,0.4457783011944218
Llama 3.1 8B,wmt14_deen,Comet WMT22,LSRL,DEG2,0.4361162342600067
Llama 3.1 8B,wmt14_ruen,Comet WMT22,LSRL,DEG2,0.3102071539054973
Llama 3.1 8B,wmt14_fren,Comet WMT22,LSRL,DEG2,0.2883918514403245
Llama 3.1 8B,wmt19_deen,Comet WMT22,LSRL,DEG2,0.42048336320965846
Llama 3.1 8B,wmt19_fien,Comet WMT22,LSRL,DEG2,0.3905532656025879
Llama 3.1 8B,wmt19_lten,Comet WMT22,LSRL,DEG2,0.4117203680438861
Llama 3.1 8B,wmt19_ruen,Comet WMT22,LSRL,DEG2,0.30904608210839424
Llama 3.1 8B,wmt14_csen,Comet WMT22,LSRL,DEG3,0.45625079543342084
Llama 3.1 8B,wmt14_deen,Comet WMT22,LSRL,DEG3,0.37866901179915813
Llama 3.1 8B,wmt14_ruen,Comet WMT22,LSRL,DEG3,0.4252962435162597
Llama 3.1 8B,wmt14_fren,Comet WMT22,LSRL,DEG3,0.35193433019960974
Llama 3.1 8B,wmt19_deen,Comet WMT22,LSRL,DEG3,0.4359198916194373
Llama 3.1 8B,wmt19_fien,Comet WMT22,LSRL,DEG3,0.3880183773272328
Llama 3.1 8B,wmt19_lten,Comet WMT22,LSRL,DEG3,0.41387291210816796
Llama 3.1 8B,wmt19_ruen,Comet WMT22,LSRL,DEG3,0.37425461552195305
Gemma 2 9B,wmt14_csen,Comet WMT22,MSP,RAW,0.3980281934154919
Gemma 2 9B,wmt14_deen,Comet WMT22,MSP,RAW,0.3730956509156523
Gemma 2 9B,wmt14_ruen,Comet WMT22,MSP,RAW,0.42501131738086734
Gemma 2 9B,wmt14_fren,Comet WMT22,MSP,RAW,0.28625524250549683
Gemma 2 9B,wmt19_deen,Comet WMT22,MSP,RAW,0.4901975324672689
Gemma 2 9B,wmt19_fien,Comet WMT22,MSP,RAW,0.1847322612627859
Gemma 2 9B,wmt19_lten,Comet WMT22,MSP,RAW,0.3498283077152618
Gemma 2 9B,wmt19_ruen,Comet WMT22,MSP,RAW,0.4005152831737308
Gemma 2 9B,wmt14_csen,Comet WMT22,MSP,DEG1,0.4820652165982014
Gemma 2 9B,wmt14_deen,Comet WMT22,MSP,DEG1,0.5010967761982117
Gemma 2 9B,wmt14_ruen,Comet WMT22,MSP,DEG1,0.47328249654959814
Gemma 2 9B,wmt14_fren,Comet WMT22,MSP,DEG1,0.38257072909417644
Gemma 2 9B,wmt19_deen,Comet WMT22,MSP,DEG1,0.5332538773276565
Gemma 2 9B,wmt19_fien,Comet WMT22,MSP,DEG1,0.4222181165583535
Gemma 2 9B,wmt19_lten,Comet WMT22,MSP,DEG1,0.3596880328112728
Gemma 2 9B,wmt19_ruen,Comet WMT22,MSP,DEG1,0.41152544945435654
Gemma 2 9B,wmt14_csen,Comet WMT22,MSP,DEG2,0.48791684287405584
Gemma 2 9B,wmt14_deen,Comet WMT22,MSP,DEG2,0.5036771769105133
Gemma 2 9B,wmt14_ruen,Comet WMT22,MSP,DEG2,0.48443292262843524
Gemma 2 9B,wmt14_fren,Comet WMT22,MSP,DEG2,0.3901450057013726
Gemma 2 9B,wmt19_deen,Comet WMT22,MSP,DEG2,0.5319343195720002
Gemma 2 9B,wmt19_fien,Comet WMT22,MSP,DEG2,0.4210424321349554
Gemma 2 9B,wmt19_lten,Comet WMT22,MSP,DEG2,0.35456667737058084
Gemma 2 9B,wmt19_ruen,Comet WMT22,MSP,DEG2,0.41193317953419734
Gemma 2 9B,wmt14_csen,Comet WMT22,MSP,DEG3,0.4908981426160907
Gemma 2 9B,wmt14_deen,Comet WMT22,MSP,DEG3,0.5056277653270114
Gemma 2 9B,wmt14_ruen,Comet WMT22,MSP,DEG3,0.4824106831614415
Gemma 2 9B,wmt14_fren,Comet WMT22,MSP,DEG3,0.39055195983072083
Gemma 2 9B,wmt19_deen,Comet WMT22,MSP,DEG3,0.5407429720834142
Gemma 2 9B,wmt19_fien,Comet WMT22,MSP,DEG3,0.415615520365007
Gemma 2 9B,wmt19_lten,Comet WMT22,MSP,DEG3,0.3817264669631849
Gemma 2 9B,wmt19_ruen,Comet WMT22,MSP,DEG3,0.4209611770973931
Gemma 2 9B,wmt14_csen,Comet WMT22,PPL,RAW,0.4355824600337033
Gemma 2 9B,wmt14_deen,Comet WMT22,PPL,RAW,0.483771437778783
Gemma 2 9B,wmt14_ruen,Comet WMT22,PPL,RAW,0.381592713647498
Gemma 2 9B,wmt14_fren,Comet WMT22,PPL,RAW,0.3610052566151823
Gemma 2 9B,wmt19_deen,Comet WMT22,PPL,RAW,0.44484457798368865
Gemma 2 9B,wmt19_fien,Comet WMT22,PPL,RAW,0.4556923402237238
Gemma 2 9B,wmt19_lten,Comet WMT22,PPL,RAW,0.3039736132585588
Gemma 2 9B,wmt19_ruen,Comet WMT22,PPL,RAW,0.3051826468790683
Gemma 2 9B,wmt14_csen,Comet WMT22,PPL,DEG1,0.4566554002396981
Gemma 2 9B,wmt14_deen,Comet WMT22,PPL,DEG1,0.5061035362677894
Gemma 2 9B,wmt14_ruen,Comet WMT22,PPL,DEG1,0.4959991324600618
Gemma 2 9B,wmt14_fren,Comet WMT22,PPL,DEG1,0.3997238919752696
Gemma 2 9B,wmt19_deen,Comet WMT22,PPL,DEG1,0.46612034332646013
Gemma 2 9B,wmt19_fien,Comet WMT22,PPL,DEG1,0.4558441964882471
Gemma 2 9B,wmt19_lten,Comet WMT22,PPL,DEG1,0.32117314667813057
Gemma 2 9B,wmt19_ruen,Comet WMT22,PPL,DEG1,0.35486659656119635
Gemma 2 9B,wmt14_csen,Comet WMT22,PPL,DEG2,0.45565033263128724
Gemma 2 9B,wmt14_deen,Comet WMT22,PPL,DEG2,0.5070688176401907
Gemma 2 9B,wmt14_ruen,Comet WMT22,PPL,DEG2,0.4539388717950503
Gemma 2 9B,wmt14_fren,Comet WMT22,PPL,DEG2,0.39795536263599485
Gemma 2 9B,wmt19_deen,Comet WMT22,PPL,DEG2,0.4639002446379531
Gemma 2 9B,wmt19_fien,Comet WMT22,PPL,DEG2,0.45426710422642885
Gemma 2 9B,wmt19_lten,Comet WMT22,PPL,DEG2,0.30480072824024335
Gemma 2 9B,wmt19_ruen,Comet WMT22,PPL,DEG2,0.35185631462726435
Gemma 2 9B,wmt14_csen,Comet WMT22,PPL,DEG3,0.46729699497295
Gemma 2 9B,wmt14_deen,Comet WMT22,PPL,DEG3,0.5049518476324316
Gemma 2 9B,wmt14_ruen,Comet WMT22,PPL,DEG3,0.4677878240867065
Gemma 2 9B,wmt14_fren,Comet WMT22,PPL,DEG3,0.398120611410632
Gemma 2 9B,wmt19_deen,Comet WMT22,PPL,DEG3,0.48335008785234373
Gemma 2 9B,wmt19_fien,Comet WMT22,PPL,DEG3,0.4564519989938402
Gemma 2 9B,wmt19_lten,Comet WMT22,PPL,DEG3,0.3393251142165072
Gemma 2 9B,wmt19_ruen,Comet WMT22,PPL,DEG3,0.36558445527265926
Gemma 2 9B,wmt14_csen,Comet WMT22,MTE,RAW,0.44278695693537357
Gemma 2 9B,wmt14_deen,Comet WMT22,MTE,RAW,0.48888523925686556
Gemma 2 9B,wmt14_ruen,Comet WMT22,MTE,RAW,0.38436938637560353
Gemma 2 9B,wmt14_fren,Comet WMT22,MTE,RAW,0.37135042991652567
Gemma 2 9B,wmt19_deen,Comet WMT22,MTE,RAW,0.4361468512985898
Gemma 2 9B,wmt19_fien,Comet WMT22,MTE,RAW,0.4868396623505006
Gemma 2 9B,wmt19_lten,Comet WMT22,MTE,RAW,0.30168504513458
Gemma 2 9B,wmt19_ruen,Comet WMT22,MTE,RAW,0.30435909802249644
Gemma 2 9B,wmt14_csen,Comet WMT22,MTE,DEG1,0.49246490155197953
Gemma 2 9B,wmt14_deen,Comet WMT22,MTE,DEG1,0.5367015307170576
Gemma 2 9B,wmt14_ruen,Comet WMT22,MTE,DEG1,0.5289827496306675
Gemma 2 9B,wmt14_fren,Comet WMT22,MTE,DEG1,0.4364891190367375
Gemma 2 9B,wmt19_deen,Comet WMT22,MTE,DEG1,0.5056805813214285
Gemma 2 9B,wmt19_fien,Comet WMT22,MTE,DEG1,0.4925729869952176
Gemma 2 9B,wmt19_lten,Comet WMT22,MTE,DEG1,0.35980252171636157
Gemma 2 9B,wmt19_ruen,Comet WMT22,MTE,DEG1,0.40100376221662676
Gemma 2 9B,wmt14_csen,Comet WMT22,MTE,DEG2,0.48723346901222
Gemma 2 9B,wmt14_deen,Comet WMT22,MTE,DEG2,0.5389363098869537
Gemma 2 9B,wmt14_ruen,Comet WMT22,MTE,DEG2,0.49751332792788994
Gemma 2 9B,wmt14_fren,Comet WMT22,MTE,DEG2,0.43131773453731886
Gemma 2 9B,wmt19_deen,Comet WMT22,MTE,DEG2,0.4980665789662101
Gemma 2 9B,wmt19_fien,Comet WMT22,MTE,DEG2,0.4856641996467339
Gemma 2 9B,wmt19_lten,Comet WMT22,MTE,DEG2,0.32450928017572317
Gemma 2 9B,wmt19_ruen,Comet WMT22,MTE,DEG2,0.39506813468627217
Gemma 2 9B,wmt14_csen,Comet WMT22,MTE,DEG3,0.4977368343308921
Gemma 2 9B,wmt14_deen,Comet WMT22,MTE,DEG3,0.5363188031000454
Gemma 2 9B,wmt14_ruen,Comet WMT22,MTE,DEG3,0.5087995728032377
Gemma 2 9B,wmt14_fren,Comet WMT22,MTE,DEG3,0.431097184449347
Gemma 2 9B,wmt19_deen,Comet WMT22,MTE,DEG3,0.5183971004576678
Gemma 2 9B,wmt19_fien,Comet WMT22,MTE,DEG3,0.4876309328864898
Gemma 2 9B,wmt19_lten,Comet WMT22,MTE,DEG3,0.36072689862888424
Gemma 2 9B,wmt19_ruen,Comet WMT22,MTE,DEG3,0.40833864819400734
Gemma 2 9B,wmt14_csen,Comet WMT22,MCSE,RAW,0.31858233401029706
Gemma 2 9B,wmt14_deen,Comet WMT22,MCSE,RAW,0.3079413688029587
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCSE,RAW,0.35338637898536485
Gemma 2 9B,wmt14_fren,Comet WMT22,MCSE,RAW,0.283131470586384
Gemma 2 9B,wmt19_deen,Comet WMT22,MCSE,RAW,0.40591280260369245
Gemma 2 9B,wmt19_fien,Comet WMT22,MCSE,RAW,0.09225852622088578
Gemma 2 9B,wmt19_lten,Comet WMT22,MCSE,RAW,0.28667081525283494
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCSE,RAW,0.3606208721969693
Gemma 2 9B,wmt14_csen,Comet WMT22,MCSE,DEG1,0.3944817807635056
Gemma 2 9B,wmt14_deen,Comet WMT22,MCSE,DEG1,0.43123580234388775
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCSE,DEG1,0.3754164349441813
Gemma 2 9B,wmt14_fren,Comet WMT22,MCSE,DEG1,0.3521179036201538
Gemma 2 9B,wmt19_deen,Comet WMT22,MCSE,DEG1,0.47186687479463
Gemma 2 9B,wmt19_fien,Comet WMT22,MCSE,DEG1,0.3070330231768505
Gemma 2 9B,wmt19_lten,Comet WMT22,MCSE,DEG1,0.2942182657276923
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCSE,DEG1,0.3866277375284459
Gemma 2 9B,wmt14_csen,Comet WMT22,MCSE,DEG2,0.39025801677517125
Gemma 2 9B,wmt14_deen,Comet WMT22,MCSE,DEG2,0.4325714107960912
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCSE,DEG2,0.36339676976350666
Gemma 2 9B,wmt14_fren,Comet WMT22,MCSE,DEG2,0.3529041432326404
Gemma 2 9B,wmt19_deen,Comet WMT22,MCSE,DEG2,0.4702037986295377
Gemma 2 9B,wmt19_fien,Comet WMT22,MCSE,DEG2,0.28995730368630784
Gemma 2 9B,wmt19_lten,Comet WMT22,MCSE,DEG2,0.2850435312301613
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCSE,DEG2,0.3850040262281901
Gemma 2 9B,wmt14_csen,Comet WMT22,MCSE,DEG3,0.3887266655111047
Gemma 2 9B,wmt14_deen,Comet WMT22,MCSE,DEG3,0.4319039560373438
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCSE,DEG3,0.36861987586829453
Gemma 2 9B,wmt14_fren,Comet WMT22,MCSE,DEG3,0.35228368006552774
Gemma 2 9B,wmt19_deen,Comet WMT22,MCSE,DEG3,0.4784600791797977
Gemma 2 9B,wmt19_fien,Comet WMT22,MCSE,DEG3,0.2866020828607808
Gemma 2 9B,wmt19_lten,Comet WMT22,MCSE,DEG3,0.31143953021996124
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCSE,DEG3,0.3864926758134004
Gemma 2 9B,wmt14_csen,Comet WMT22,MCNSE,RAW,0.4420735577423437
Gemma 2 9B,wmt14_deen,Comet WMT22,MCNSE,RAW,0.5018209055149132
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCNSE,RAW,0.4169342151693558
Gemma 2 9B,wmt14_fren,Comet WMT22,MCNSE,RAW,0.37000882095463183
Gemma 2 9B,wmt19_deen,Comet WMT22,MCNSE,RAW,0.4730176039593972
Gemma 2 9B,wmt19_fien,Comet WMT22,MCNSE,RAW,0.4133053838699012
Gemma 2 9B,wmt19_lten,Comet WMT22,MCNSE,RAW,0.35189053097398826
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCNSE,RAW,0.3730063674840428
Gemma 2 9B,wmt14_csen,Comet WMT22,MCNSE,DEG1,0.43770174258355926
Gemma 2 9B,wmt14_deen,Comet WMT22,MCNSE,DEG1,0.4993667510220929
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG1,0.47987532817937395
Gemma 2 9B,wmt14_fren,Comet WMT22,MCNSE,DEG1,0.3885461277816444
Gemma 2 9B,wmt19_deen,Comet WMT22,MCNSE,DEG1,0.4912631036997222
Gemma 2 9B,wmt19_fien,Comet WMT22,MCNSE,DEG1,0.41374037495512306
Gemma 2 9B,wmt19_lten,Comet WMT22,MCNSE,DEG1,0.3513458135262976
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG1,0.40539492085381884
Gemma 2 9B,wmt14_csen,Comet WMT22,MCNSE,DEG2,0.4342226862631271
Gemma 2 9B,wmt14_deen,Comet WMT22,MCNSE,DEG2,0.49889742462880426
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG2,0.4352590816775289
Gemma 2 9B,wmt14_fren,Comet WMT22,MCNSE,DEG2,0.3887690646342978
Gemma 2 9B,wmt19_deen,Comet WMT22,MCNSE,DEG2,0.48080191220853363
Gemma 2 9B,wmt19_fien,Comet WMT22,MCNSE,DEG2,0.3985047210513632
Gemma 2 9B,wmt19_lten,Comet WMT22,MCNSE,DEG2,0.31919489811541696
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG2,0.3933990410800914
Gemma 2 9B,wmt14_csen,Comet WMT22,MCNSE,DEG3,0.4311827067023022
Gemma 2 9B,wmt14_deen,Comet WMT22,MCNSE,DEG3,0.5001925083745701
Gemma 2 9B,wmt14_ruen,Comet WMT22,MCNSE,DEG3,0.44193930942206766
Gemma 2 9B,wmt14_fren,Comet WMT22,MCNSE,DEG3,0.38977103905668525
Gemma 2 9B,wmt19_deen,Comet WMT22,MCNSE,DEG3,0.5036660069697702
Gemma 2 9B,wmt19_fien,Comet WMT22,MCNSE,DEG3,0.40345391874209
Gemma 2 9B,wmt19_lten,Comet WMT22,MCNSE,DEG3,0.35874671370995465
Gemma 2 9B,wmt19_ruen,Comet WMT22,MCNSE,DEG3,0.40482690479204697
Gemma 2 9B,wmt14_csen,Comet WMT22,LSRL,RAW,0.3996484849215278
Gemma 2 9B,wmt14_deen,Comet WMT22,LSRL,RAW,0.47286596064064196
Gemma 2 9B,wmt14_ruen,Comet WMT22,LSRL,RAW,0.4004864671052671
Gemma 2 9B,wmt14_fren,Comet WMT22,LSRL,RAW,0.3277667600337111
Gemma 2 9B,wmt19_deen,Comet WMT22,LSRL,RAW,0.43178410032000986
Gemma 2 9B,wmt19_fien,Comet WMT22,LSRL,RAW,0.3958858471415503
Gemma 2 9B,wmt19_lten,Comet WMT22,LSRL,RAW,0.33822376386874453
Gemma 2 9B,wmt19_ruen,Comet WMT22,LSRL,RAW,0.3363172144788169
Gemma 2 9B,wmt14_csen,Comet WMT22,LSRL,DEG1,0.37992486307451034
Gemma 2 9B,wmt14_deen,Comet WMT22,LSRL,DEG1,0.4625014600641705
Gemma 2 9B,wmt14_ruen,Comet WMT22,LSRL,DEG1,0.4473716686605496
Gemma 2 9B,wmt14_fren,Comet WMT22,LSRL,DEG1,0.3192088306048016
Gemma 2 9B,wmt19_deen,Comet WMT22,LSRL,DEG1,0.4111464145721446
Gemma 2 9B,wmt19_fien,Comet WMT22,LSRL,DEG1,0.39992693930266576
Gemma 2 9B,wmt19_lten,Comet WMT22,LSRL,DEG1,0.27909425356531703
Gemma 2 9B,wmt19_ruen,Comet WMT22,LSRL,DEG1,0.34960123755752476
Gemma 2 9B,wmt14_csen,Comet WMT22,LSRL,DEG2,0.37863695003949854
Gemma 2 9B,wmt14_deen,Comet WMT22,LSRL,DEG2,0.4625213699391486
Gemma 2 9B,wmt14_ruen,Comet WMT22,LSRL,DEG2,0.3931591373967587
Gemma 2 9B,wmt14_fren,Comet WMT22,LSRL,DEG2,0.3189044498656866
Gemma 2 9B,wmt19_deen,Comet WMT22,LSRL,DEG2,0.410929440763683
Gemma 2 9B,wmt19_fien,Comet WMT22,LSRL,DEG2,0.40104809034825106
Gemma 2 9B,wmt19_lten,Comet WMT22,LSRL,DEG2,0.27694922764593694
Gemma 2 9B,wmt19_ruen,Comet WMT22,LSRL,DEG2,0.33787322594079405
Gemma 2 9B,wmt14_csen,Comet WMT22,LSRL,DEG3,0.3986690717166014
Gemma 2 9B,wmt14_deen,Comet WMT22,LSRL,DEG3,0.4651511910570098
Gemma 2 9B,wmt14_ruen,Comet WMT22,LSRL,DEG3,0.41880000588536287
Gemma 2 9B,wmt14_fren,Comet WMT22,LSRL,DEG3,0.3180830452851276
Gemma 2 9B,wmt19_deen,Comet WMT22,LSRL,DEG3,0.41829892806727265
Gemma 2 9B,wmt19_fien,Comet WMT22,LSRL,DEG3,0.39812658702922815
Gemma 2 9B,wmt19_lten,Comet WMT22,LSRL,DEG3,0.2754168163828449
Gemma 2 9B,wmt19_ruen,Comet WMT22,LSRL,DEG3,0.35361789141041294
EuroLLM 9B,wmt14_csen,Comet WMT22,MSP,RAW,0.29297723874386566
EuroLLM 9B,wmt14_deen,Comet WMT22,MSP,RAW,0.3317633239239606
EuroLLM 9B,wmt14_ruen,Comet WMT22,MSP,RAW,0.42270688419753316
EuroLLM 9B,wmt14_fren,Comet WMT22,MSP,RAW,0.23792238950538458
EuroLLM 9B,wmt19_deen,Comet WMT22,MSP,RAW,0.40069959927473187
EuroLLM 9B,wmt19_fien,Comet WMT22,MSP,RAW,0.16244145579133945
EuroLLM 9B,wmt19_lten,Comet WMT22,MSP,RAW,0.27658473447950394
EuroLLM 9B,wmt19_ruen,Comet WMT22,MSP,RAW,0.4304800631859134
EuroLLM 9B,wmt14_csen,Comet WMT22,MSP,DEG1,0.37395174661194436
EuroLLM 9B,wmt14_deen,Comet WMT22,MSP,DEG1,0.4612519869031191
EuroLLM 9B,wmt14_ruen,Comet WMT22,MSP,DEG1,0.4996893775091791
EuroLLM 9B,wmt14_fren,Comet WMT22,MSP,DEG1,0.34240939806156656
EuroLLM 9B,wmt19_deen,Comet WMT22,MSP,DEG1,0.5071182613903922
EuroLLM 9B,wmt19_fien,Comet WMT22,MSP,DEG1,0.3936291145845242
EuroLLM 9B,wmt19_lten,Comet WMT22,MSP,DEG1,0.3405749623495954
EuroLLM 9B,wmt19_ruen,Comet WMT22,MSP,DEG1,0.4358375208069
EuroLLM 9B,wmt14_csen,Comet WMT22,MSP,DEG2,0.35566539222655363
EuroLLM 9B,wmt14_deen,Comet WMT22,MSP,DEG2,0.4538439955571165
EuroLLM 9B,wmt14_ruen,Comet WMT22,MSP,DEG2,0.5012521208686596
EuroLLM 9B,wmt14_fren,Comet WMT22,MSP,DEG2,0.3743232488273054
EuroLLM 9B,wmt19_deen,Comet WMT22,MSP,DEG2,0.4910522338145774
EuroLLM 9B,wmt19_fien,Comet WMT22,MSP,DEG2,0.3773324882392049
EuroLLM 9B,wmt19_lten,Comet WMT22,MSP,DEG2,0.319694221286381
EuroLLM 9B,wmt19_ruen,Comet WMT22,MSP,DEG2,0.4361409338062723
EuroLLM 9B,wmt14_csen,Comet WMT22,MSP,DEG3,0.4055647480953683
EuroLLM 9B,wmt14_deen,Comet WMT22,MSP,DEG3,0.5006122164574516
EuroLLM 9B,wmt14_ruen,Comet WMT22,MSP,DEG3,0.4979920973353501
